"log_sqft_living","bedrooms","bathrooms","grade","waterfront"
6.95654544315157,2,1,6,0
8.01631789850341,4,2.5,9,0
6.27287700654617,1,0.75,4,0
6.99393297522319,3,1.5,7,0
7.70526247486633,3,2.25,7,0
7.26542972325395,3,2.25,7,0
8.23747928861363,4,4.5,11,0
7.35244110024358,2,1,6,0
7.70526247486633,4,2.25,8,0
7.03878354138854,3,1.5,7,0
7.83991936001258,4,2.5,7,0
7.27239839257005,3,2.25,7,0
7.35883089834235,3,2.25,7,0
7.52833176670725,4,2.25,7,0
7.79975331828725,5,3,9,0
7.64969262371151,4,2.5,7,0
7.67322312112171,4,2.5,8,0
7.79975331828725,3,2.5,8,0
7.56527528189893,5,1.5,7,0
7.51207124583547,4,2,7,0
7.52294091807237,4,3.5,7,0
8.07402621612406,4,3.5,9,0
6.99393297522319,1,1,6,0
7.53369370984863,3,1.5,7,0
7.56008046502183,3,2.25,8,0
6.5510803350434,2,1,6,0
8.12563098847706,4,2.25,8,0
7.79564653633459,5,2.5,8,0
7.57558465155779,3,1.75,7,0
6.80239476332431,2,1,6,0
7.63046126178363,3,2.5,8,0
7.68708015578313,4,2,8,0
7.6685611080159,4,2.25,8,0
7.45587668749182,6,1,7,0
8.0519780789023,4,2.5,9,0
8.00969535774292,4,4.25,10,0
6.68461172766793,2,1.5,8,0
8.10167774745457,3,2.5,9,0
7.33302301438648,2,1,7,0
6.63331843328038,2,1,6,0
7.80384330353877,5,3,7,0
6.90775527898214,2,1,7,0
6.73340189183736,2,1,6,0
7.22983877815125,3,1.5,7,0
7.22983877815125,3,1.5,7,0
7.61085279039525,4,2,7,0
7.13886699994552,2,1,7,0
7.27239839257005,3,1.75,7,0
7.33953769540767,4,1.75,7,0
6.96602418710611,4,1,6,0
7.54960916515453,4,1.75,8,0
7.96206730875367,3,1.75,8,0
6.95654544315157,3,1,6,0
7.51752085060303,3,2.75,8,0
8.00636756765025,5,2.75,8,0
7.09007683577609,3,2,6,0
7.51752085060303,3,1.5,8,0
7.93379687481541,4,2.5,9,0
6.87729607149743,3,1,5,0
6.97541392745595,4,1,7,0
6.80239476332431,2,1,6,0
7.8935720735049,4,4,7,0
7.60090245954208,3,2.5,8,0
7.41457288135059,3,1.5,7,0
7.47873482556787,4,1.5,7,0
7.11476944836646,3,2,7,0
7.46164039220858,3,1,7,0
7.44424864949671,3,2,7,0
7.61085279039525,6,2,7,0
7.7873820264847,4,2.5,8,0
7.74500280351584,4,2.75,7,0
7.78322401633604,5,2.5,7,0
8.05832730658096,5,2,7,0
7.35244110024358,3,1,7,0
7.47873482556787,3,2.5,7,0
7.37775890822787,3,2,7,0
7.1929342212158,3,1.75,7,0
7.99631723179675,4,2.5,9,0
6.92755790627832,3,1,7,0
7.82003798945875,3,2.5,9,0
7.43838353004431,5,2,7,0
6.74523634948436,1,1,6,0
7.13089883029635,3,1.75,7,0
6.41345895716736,2,1,5,0
8.21608809863232,4,3.5,11,0
6.85646198459459,3,1,7,0
8.25842246245888,4,2.5,8,0
7.2152399787301,3,3.5,8,0
8.26616443661249,4,2.5,10,0
7.4265490723973,3,2.25,7,0
7.32646561384032,3,2.5,7,0
7.79152281915073,3,2,8,0
8.26616443661249,5,2.75,9,0
7.98616486033273,5,1.5,8,0
7.20785987143248,3,1.75,7,0
7.69165682281055,3,2.25,8,0
7.73193072194849,3,2.25,7,0
6.97541392745595,2,2,6,0
7.83991936001258,5,2.25,7,0
7.72753511047545,4,2.25,8,0
7.1066061377273,2,1,6,0
7.54433210805369,3,1.75,7,0
7.59588991771854,4,2,7,0
7.1066061377273,3,1,7,0
7.87853419614036,3,3,9,0
7.29979736675816,3,1.75,7,0
7.74932246466036,3,2,7,0
7.7873820264847,4,1.75,8,0
7.64491934495886,4,2.75,8,0
6.82437367004309,3,1,6,0
6.74523634948436,3,0.75,6,0
7.02997291170639,3,1,7,0
7.13886699994552,3,1,7,0
7.64491934495886,4,2,7,0
7.61085279039525,3,2,7,0
7.58578882173203,3,2.25,8,0
7.50659178007084,3,1.75,7,0
7.51752085060303,3,1.5,7,0
7.64969262371151,4,1.75,8,0
7.47873482556787,4,2,7,0
7.01211529430638,3,2,7,0
7.64491934495886,4,2.75,8,0
7.64012317269536,4,1.75,7,0
7.24422751560335,3,3.25,7,0
6.96602418710611,3,1,6,0
6.5792512120101,2,1,6,0
7.00306545878646,3,2.75,7,0
6.9177056098353,3,1,7,0
8.56216655705897,4,4.75,11,0
7.79152281915073,4,1.75,8,0
7.09007683577609,3,1.5,7,0
7.57558465155779,3,1.5,8,0
7.53369370984863,3,2.25,7,0
7.1777824161952,4,2.25,7,0
7.32646561384032,4,2,7,0
7.14677217945264,3,1,7,0
6.73340189183736,2,1,6,0
6.80239476332431,2,1,7,0
8.00969535774292,4,3,8,0
6.95654544315157,3,1,6,0
8.11969625295725,6,2.75,7,0
8.58858318750291,7,4.75,8,0
7.89729647259588,3,3.5,8,0
7.44424864949671,3,1.75,7,0
7.40245152081824,3,2.5,8,0
8.29404964010203,6,3.75,10,0
8.32845106681936,5,4.5,10,0
8.0519780789023,4,2.75,8,0
7.18538701558042,2,1.75,7,0
8.03268487596762,4,3.5,9,0
7.82404601085629,3,2.5,10,0
7.83201418050547,4,2.5,8,0
7.7621706071382,3,1.25,7,0
7.85166117788927,4,2.5,8,0
8.03915739047324,4,2.5,9,0
8.46168048148598,4,3.5,10,0
6.93731408122368,3,1.75,6,0
6.92755790627832,2,1,7,0
7.64012317269536,3,2.5,9,0
7.25134498337221,3,1,7,0
7.2152399787301,2,2,6,0
7.87092959675514,3,2.5,7,0
7.72312009226633,3,2.25,9,0
7.30653139893951,3,1.75,8,0
7.83597458172157,4,2.5,8,0
8.0519780789023,6,2.25,8,0
7.50659178007084,3,2,7,0
7.47873482556787,4,2.5,7,0
8.39615486303918,5,4,10,0
7.30653139893951,3,3.25,8,0
7.4899708988348,3,1.75,7,0
7.44424864949671,3,2.5,8,0
7.63530388625941,4,2.25,7,0
7.03878354138854,2,1,7,0
8.27639470486331,5,2,8,0
7.00306545878646,3,1.5,7,0
7.72312009226633,3,2.5,7,0
7.72312009226633,3,2.5,7,0
7.02997291170639,3,1,7,0
7.57558465155779,3,3.75,8,0
6.86693328446188,3,1,6,0
8.34521792667643,4,3.5,11,0
8.14031554015999,3,1.5,7,0
8.15190987294091,4,2.75,7,0
7.6685611080159,5,3,7,0
7.83201418050547,3,2.75,7,0
8.17470288246946,5,2.25,8,0
6.5510803350434,2,1,6,0
6.60665018619822,2,1,6,0
8.10167774745457,4,3.75,10,0
7.40245152081824,3,2.25,7,0
7.93020620668468,3,2.5,9,0
7.51207124583547,5,1.5,7,0
8.17188200612782,4,2.5,10,0
7.27239839257005,3,2.5,7,0
7.99294454731811,4,2.5,10,0
8.06463647577422,6,2.5,8,0
8.10470346837111,5,4,10,0
7.77904864492556,3,2,7,0
7.80791662892641,3,2.5,9,0
7.39633529380081,3,1.75,7,0
8.15765701519647,5,2.75,10,0
7.82404601085629,4,2.75,8,0
7.64012317269536,4,2.5,7,0
7.16239749735572,3,1.5,7,0
7.43838353004431,3,1,6,0
7.43838353004431,3,1,6,0
7.83991936001258,3,2.5,8,0
7.07326971745971,3,1.5,8,0
7.32646561384032,4,1.75,7,0
7.77904864492556,3,2.75,8,0
7.91571319938212,4,2.75,8,0
7.69165682281055,3,2.5,8,0
7.20785987143248,3,1,6,0
7.20785987143248,3,1,6,0
7.99967857949945,4,2.75,9,0
6.67203294546107,2,1,6,0
7.66387725870347,4,2.25,8,0
7.90100705199242,4,2.5,8,0
8.07090608878782,3,2,8,0
7.05531284333975,2,1.5,7,0
8.03268487596762,4,3.5,9,0
6.90775527898214,3,1,7,0
7.72312009226633,3,3.25,8,0
7.72753511047545,4,2.25,7,0
6.63331843328038,1,0.75,5,0
7.25841215059531,4,1.75,5,0
7.82404601085629,4,2.5,7,0
7.27931883541462,2,1.5,8,0
7.82404601085629,5,3,8,0
7.7007477945118,3,1.5,8,0
8.01301211036892,5,2.75,9,0
8.09864284375942,4,2.5,9,0
8.66215896166642,4,4,11,0
7.50659178007084,3,2.5,8,0
7.82404601085629,4,2.75,8,0
7.09837563859079,2,1,7,0
6.99393297522319,2,1.5,8,0
7.1929342212158,4,2.25,8,0
6.79122146272619,2,1,7,0
7.2152399787301,3,1.75,8,0
8.34759040703006,5,3.75,11,0
8.23747928861363,4,2.5,8,0
7.86710550031674,4,2,6,0
7.59085212368858,3,2.5,8,0
7.16239749735572,3,1.75,7,0
8.19422930481982,5,3.25,9,0
7.8935720735049,2,2.5,9,0
7.09007683577609,3,1.75,7,0
7.59689443814454,2,2.75,6,1
7.40245152081824,4,1.75,7,0
7.56008046502183,4,2.75,6,0
7.51752085060303,3,2.25,7,0
7.1777824161952,3,1.5,8,0
6.95654544315157,2,1,7,0
7.85166117788927,4,2.5,8,0
6.8351845861473,3,1,6,0
6.59304453414244,1,1,7,0
7.14677217945264,2,2.5,7,0
7.0475172213573,2,1,7,0
6.7093043402583,2,1,7,0
8.00636756765025,4,1.75,7,0
7.70526247486633,3,2,7,0
7.82404601085629,5,3.25,7,0
7.33953769540767,3,3.5,7,0
7.91935619066062,4,2.75,8,0
8.0487882835342,4,2.5,8,0
7.26542972325395,3,2,8,0
7.8935720735049,3,2.5,8,0
8.00969535774292,4,2.5,8,0
7.33302301438648,3,1.5,7,0
7.12286665859908,3,1,6,0
7.72312009226633,3,2.5,6,0
7.94449216393216,4,2.25,9,0
8.17751582384608,3,2.5,8,0
7.39633529380081,3,2.25,7,0
7.96554557312999,4,2.5,9,0
7.69621263934641,3,3.25,7,0
7.39018142822643,3,1.75,7,0
7.29979736675816,3,1.75,9,0
7.71868549519847,4,2.5,8,0
8.17188200612782,4,3,10,0
7.4899708988348,3,2,7,0
7.24422751560335,3,2,7,0
7.77904864492556,3,1.5,9,0
7.78322401633604,4,1.75,8,0
7.62559507213245,3,1.5,7,0
7.87853419614036,4,3,7,0
7.74932246466036,5,1.75,7,0
7.79975331828725,4,2.5,8,0
7.13886699994552,3,1,6,0
8.73873546136347,5,4.75,11,0
7.56527528189893,4,2.5,7,0
7.09007683577609,4,1.75,7,0
6.87729607149743,1,1,5,0
7.50108212425987,3,1.75,8,0
7.22983877815125,3,1,7,0
7.29301767977278,3,1,7,0
6.9177056098353,3,1,6,0
6.9177056098353,3,1,6,0
7.20042489294496,3,1.5,7,0
6.87729607149743,3,1,7,0
7.02286808608264,3,1,5,0
7.4205789054108,3,2.75,9,0
7.95155933115525,3,1.75,8,0
6.64639051484773,2,1,4,0
7.62070508683826,3,2.25,9,0
8.02355239240435,4,2.5,8,0
7.87092959675514,3,2.5,8,0
8.04558828080353,5,2.25,8,0
7.00306545878646,2,1,7,0
8.13446757027756,4,2.75,10,0
7.82803803212583,5,2.75,8,0
7.4265490723973,3,1.75,8,0
7.58069975222456,3,2,7,0
6.94697599213542,2,1,7,0
7.46737106691756,5,1.5,7,0
7.68248244653451,3,3.25,9,0
7.40184157874383,3,2.5,8,0
7.64969262371151,4,2.25,7,0
6.77992190747225,2,1,7,0
7.57044325205737,3,1.75,8,0
7.82003798945875,4,2.5,7,0
7.63046126178363,3,2.25,9,0
7.90838715929004,4,2.5,10,0
7.68708015578313,3,2.25,7,0
8.1886891244442,4,3.25,11,0
6.73340189183736,2,1,6,0
7.77064523412918,3,2,7,0
7.72753511047545,4,2.25,7,0
7.90838715929004,4,2.5,9,0
7.03878354138854,3,1.5,7,0
7.80791662892641,4,2.5,8,0
7.12286665859908,3,1.5,8,0
9.21433239324572,5,4.5,11,1
7.4205789054108,3,2.25,7,0
7.70526247486633,4,1.75,7,0
6.88755257166462,3,1,7,0
7.54433210805369,4,1.5,8,0
7.00306545878646,2,1,6,0
7.92660259918138,2,1.75,8,0
8.35467426191846,4,2.75,10,0
7.22256601882217,2,2,8,0
7.29979736675816,3,1.5,7,0
8.23483028044206,4,3.75,9,0
7.96206730875367,6,3,7,0
8.24800570160062,3,2.5,9,0
7.33302301438648,3,2.5,7,0
8.32360844234357,3,2.75,12,0
7.37148929521428,3,2.25,7,0
7.32646561384032,3,1,6,0
7.7621706071382,4,2.5,9,0
7.22256601882217,4,2,7,0
7.33953769540767,3,2.5,6,0
8.23906533176927,3,3.25,9,1
7.3132203870903,4,2.25,7,0
7.46737106691756,6,2,5,0
7.49554194388426,3,1.5,7,0
7.07326971745971,2,1.75,8,0
6.72142570079064,2,1,6,0
7.33953769540767,3,1.75,6,0
7.38398945797851,3,2.25,8,0
7.59588991771854,3,2.25,8,0
7.63530388625941,3,2.5,8,0
7.4730690880322,3,1.75,7,0
7.46164039220858,3,1.75,7,0
7.57558465155779,3,1.5,6,0
7.15461535691366,3,1,6,0
7.28619171470238,3,1.75,7,0
8.23483028044206,4,3.25,10,0
7.7873820264847,4,1.75,8,0
7.7873820264847,4,1.75,8,0
7.24422751560335,3,1.75,6,0
7.64969262371151,3,2.5,9,0
8.58671925406485,4,3.5,9,0
6.90775527898214,3,1,7,0
8.05515773181968,4,3.5,9,0
8.3380665255188,5,3.5,10,0
7.95155933115525,4,2.25,8,0
7.65444322647011,4,2.5,8,0
7.41457288135059,2,1.5,7,0
7.67786350067821,4,3,7,0
7.79152281915073,4,2.5,9,0
7.56008046502183,4,1.75,7,0
7.74500280351584,4,2.5,7,0
7.75362354655975,3,2.25,7,0
7.75790620835175,5,2.5,8,0
7.85941315469358,4,2.5,8,0
7.25134498337221,2,3,8,0
7.9550742732627,3,2.75,8,0
6.59304453414244,2,1,6,0
7.29301767977278,3,1.75,7,0
7.75362354655975,4,2.25,8,0
7.80791662892641,4,2.25,8,0
7.64012317269536,3,2.25,8,0
6.89770494312864,2,1,6,0
7.27931883541462,3,2.5,7,0
7.20042489294496,3,1.75,7,0
7.91205688817901,3,2.5,9,0
7.03878354138854,3,1,6,0
7.57558465155779,4,1.5,7,0
7.60090245954208,4,1.75,7,0
6.80239476332431,3,1,5,0
8.1285852003745,5,2.75,9,0
6.5792512120101,1,1,6,0
6.84587987526405,3,1,7,0
7.47873482556787,3,1.75,7,0
6.38012253689976,1,1,7,0
7.59085212368858,3,2.5,7,0
8.02943284058124,4,3.25,10,0
8.1605182474775,4,2.5,9,0
7.64969262371151,3,2.5,8,0
7.87092959675514,4,2.25,7,0
7.94093976232779,4,2.5,9,0
7.73630709654828,4,1.5,7,0
7.20785987143248,3,1.75,7,0
7.92660259918138,4,2.5,8,0
7.83597458172157,4,1.75,8,0
7.15461535691366,3,1,5,0
6.96602418710611,3,1.75,7,0
6.90775527898214,2,1.75,8,0
8.26100978602383,3,3.25,9,0
8.12266802334641,5,2,7,0
7.73630709654828,4,1.75,6,0
7.4205789054108,3,2.25,7,0
7.28619171470238,3,1.75,7,0
7.47873482556787,3,1.75,7,0
6.7093043402583,2,1,6,0
7.54960916515453,3,1.75,8,0
7.53369370984863,2,2,8,0
7.51752085060303,4,2,7,0
7.37148929521428,3,1,7,0
7.40245152081824,3,1,7,0
8.00636756765025,3,2.25,11,1
7.67786350067821,3,1.75,8,0
7.82003798945875,3,3,8,0
7.16239749735572,3,2,7,0
8.06777619577889,3,2.5,9,0
7.33953769540767,4,1,7,0
7.6685611080159,3,2,8,0
6.88755257166462,2,1,7,0
7.80384330353877,5,2.25,8,0
7.2152399787301,3,2,6,0
8.43598313599069,4,3.5,10,0
8.91998807096852,7,6.75,11,0
7.9585769038139,3,2.5,9,0
7.50108212425987,3,2,7,0
7.71423114484909,4,2,8,0
8.19146305132693,3,3.25,10,0
7.27931883541462,2,1,7,0
7.27931883541462,3,3.5,8,0
7.50659178007084,3,1.5,7,0
8.63408694288774,5,3.25,11,0
7.64012317269536,3,1.75,7,0
7.48436864328613,3,2.5,8,0
8.37562962709445,8,6,8,0
7.9585769038139,4,3.25,9,0
7.83991936001258,3,1.5,8,0
7.03878354138854,4,1,6,0
7.18538701558042,3,2,7,0
7.62070508683826,3,2.5,8,0
7.4899708988348,4,2.25,7,0
7.55485852104068,3,2,8,0
7.28619171470238,3,1.75,7,0
7.25841215059531,3,1.5,7,0
7.4899708988348,4,1.5,7,0
7.23705902612474,3,2,8,0
7.539027055824,4,1.75,7,0
7.35883089834235,3,1.5,7,0
7.89729647259588,3,2.5,7,0
7.4205789054108,3,1.75,8,0
6.94697599213542,3,1,7,0
7.35244110024358,4,2,7,0
7.29301767977278,2,1,7,0
7.63530388625941,3,2.25,8,0
7.22256601882217,2,1,8,0
7.02108396428914,2,1,7,0
7.87853419614036,4,2.75,9,0
6.93731408122368,3,1,7,0
7.02108396428914,3,1,6,0
7.45587668749182,4,1.75,7,0
7.64491934495886,3,2.5,9,0
6.82437367004309,3,1,7,0
7.99631723179675,4,2.25,8,0
7.4500795698075,3,2.5,8,0
7.28619171470238,3,1.75,7,0
7.33953769540767,3,1.5,7,0
7.9550742732627,8,3,7,0
7.1777824161952,3,2,7,0
7.79564653633459,5,2.5,9,0
7.43838353004431,3,1.5,8,0
7.67786350067821,4,1.75,8,0
6.75693238924755,3,1.5,6,0
7.62559507213245,3,3.5,8,0
7.40853056689463,4,2,7,0
7.35883089834235,3,2.25,7,0
7.41457288135059,3,1.75,7,0
7.1066061377273,3,1,7,0
7.1066061377273,3,1,7,0
7.48436864328613,3,2,7,0
7.68708015578313,3,2.5,8,0
8.16621626859214,3,2.5,9,0
7.70526247486633,3,2.5,8,0
7.38398945797851,3,2,7,0
6.97541392745595,3,1.5,6,0
6.96602418710611,3,1,6,0
7.05617528410041,3,1.5,7,0
6.8134445995109,2,1,7,0
7.99631723179675,3,2.5,9,0
6.67203294546107,1,1,6,0
7.33953769540767,2,2,7,0
8.0487882835342,4,2.5,9,0
7.29301767977278,3,1.5,7,0
8.05832730658096,4,2.75,8,0
7.89170465933011,3,2.25,8,0
7.20042489294496,3,2,7,0
8.25062008217469,9,4.5,7,0
7.49554194388426,3,2.5,8,0
8.00302866638473,3,3.25,10,0
8.22147894726719,4,3,9,0
6.82437367004309,3,1,6,0
8.09559870137819,4,3,7,0
7.27239839257005,4,1,7,0
7.57044325205737,3,2.25,8,0
7.37148929521428,3,1.75,8,0
7.20042489294496,2,2,8,0
8.23483028044206,4,2.5,11,0
7.8935720735049,6,2.5,7,0
7.94449216393216,4,2.5,8,0
7.32646561384032,3,1.75,5,0
7.84776253747361,4,2.5,8,0
8.10470346837111,3,2.5,8,0
7.33953769540767,3,1.5,7,0
7.26542972325395,3,1.75,8,0
7.82644313545601,4,2.5,7,0
7.71868549519847,4,2,7,0
7.91571319938212,5,1.75,7,0
7.33953769540767,3,1.75,6,0
8.34045601291618,4,2.75,9,0
7.43248380791712,4,1.75,7,0
7.59588991771854,4,2.25,8,0
7.7873820264847,4,2.5,9,0
7.0475172213573,2,1,7,0
7.4500795698075,4,1.75,7,0
7.13886699994552,3,2,7,0
7.61085279039525,5,2.5,8,0
7.71423114484909,5,2.25,7,0
7.56527528189893,4,2.25,8,0
7.50659178007084,3,2.5,7,0
7.35244110024358,3,3.5,8,0
7.68248244653451,5,3,8,0
7.37775890822787,3,1.75,8,0
8.23217423638394,4,3.5,9,0
7.12286665859908,3,1.5,7,0
6.99393297522319,3,1.75,8,0
7.91571319938212,4,2.5,8,0
8.04237800517328,3,2.5,9,0
7.38398945797851,3,2.5,7,0
7.539027055824,4,3.5,8,0
7.46164039220858,4,2,6,0
8.0925452638913,4,2.25,8,0
7.59588991771854,3,2.5,8,0
7.58069975222456,4,1.75,8,0
7.4265490723973,3,1.75,7,0
7.97590836016554,4,3,9,0
7.3132203870903,3,2.25,7,0
6.36302810354046,1,1,7,0
7.83991936001258,3,1.75,7,0
6.85646198459459,2,1,7,0
8.86502918668777,4,5.5,12,0
6.69703424766648,2,1,7,0
8.31385226739821,5,3,8,0
7.50659178007084,4,2,7,0
7.88231491898027,4,2.5,7,0
7.4205789054108,3,2.25,9,0
7.81601383915903,3,2.5,8,0
7.12286665859908,3,1.75,8,0
7.23705902612474,3,2,7,0
7.96554557312999,3,2.5,10,0
6.96602418710611,3,1,7,0
6.97541392745595,2,1,7,0
7.40245152081824,4,1.75,7,0
7.31986492980897,3,2,7,0
7.11476944836646,3,1,6,0
7.31986492980897,3,2,8,0
8.06463647577422,4,2.5,8,0
7.72312009226633,4,2,8,0
7.56008046502183,4,2.5,8,0
7.59085212368858,3,2.5,8,0
7.09007683577609,2,1,6,0
7.61085279039525,4,2.25,8,0
7.60589000105312,4,1.5,7,0
7.56527528189893,3,2.25,7,0
7.90470391387375,5,2.5,8,0
7.57558465155779,5,1,7,0
7.65444322647011,3,1.75,8,0
7.13089883029635,3,1,7,0
7.22983877815125,2,2.5,9,0
7.62559507213245,3,1.75,8,0
7.49554194388426,3,1.5,8,0
7.1777824161952,3,1,7,0
6.9177056098353,2,1,7,0
7.52294091807237,3,2.75,7,0
7.46737106691756,3,2.25,8,0
7.67508185771633,4,2.5,8,0
7.11476944836646,3,1.75,8,0
7.58069975222456,3,2,6,0
6.97541392745595,4,1,6,0
7.27931883541462,3,1,7,0
8.21066803116298,4,2.75,9,0
8.65869275368994,4,2.5,12,0
7.1066061377273,3,1,7,0
7.98956044933387,4,2.75,7,0
7.20042489294496,3,1.5,7,0
7.96206730875367,4,2.25,8,0
7.85941315469358,4,1,7,0
7.64491934495886,4,1.75,8,0
8.00636756765025,6,3.5,8,0
7.45587668749182,4,1.75,7,0
7.9550742732627,4,3.5,7,0
6.92755790627832,3,1,7,0
7.69621263934641,3,2.5,9,0
8.08332860878638,3,2.5,7,0
6.19440539110467,3,0.75,5,0
8.00302866638473,3,2.5,7,0
7.80384330353877,5,2,7,0
7.54960916515453,3,2.5,8,0
7.87853419614036,4,2.5,7,0
7.20042489294496,3,2,8,0
8.07713663853845,4,2.5,9,0
6.8351845861473,3,2,7,0
8.08332860878638,4,2.5,10,0
7.87473912517181,5,2.5,8,0
7.45587668749182,3,2.5,8,0
7.65917136766606,4,1.75,8,0
6.77992190747225,3,1,6,0
7.49554194388426,4,2,7,0
7.37775890822787,3,1.75,7,0
8.09559870137819,3,2.5,11,1
8.09864284375942,5,1.75,7,0
7.96901178110648,4,2.25,10,1
7.45587668749182,3,2.5,7,0
7.37148929521428,3,2.5,7,0
7.44424864949671,4,1.75,7,0
7.59839932932396,3,1.75,7,0
7.17011954344963,3,1.75,7,0
7.90838715929004,3,2.5,8,0
7.2152399787301,2,2.5,8,0
7.37148929521428,2,2.5,8,0
7.09007683577609,2,1,7,0
7.0647590277918,2,1,7,0
7.60589000105312,5,2.5,6,0
7.539027055824,3,2.75,7,0
8.08641027532378,3,2,8,0
7.72753511047545,4,2.5,9,0
8.21066803116298,9,3,7,0
7.539027055824,3,2,8,0
6.95654544315157,3,1,7,0
7.71868549519847,3,3.25,9,0
7.4318919168078,3,3.25,8,0
7.9585769038139,6,3,8,0
7.90470391387375,4,2.5,10,0
7.47873482556787,3,2,7,0
7.94449216393216,4,2.75,8,0
8.13153071060425,4,3.25,8,0
8.04237800517328,4,2.5,9,0
7.29979736675816,4,1,7,0
6.84587987526405,2,1,6,0
7.8935720735049,4,2.5,8,0
8.06777619577889,4,2.75,9,0
7.56008046502183,3,2.5,9,0
7.86710550031674,3,2.5,9,0
6.94697599213542,3,0.75,6,0
7.96554557312999,4,3.25,11,0
7.27931883541462,3,2,7,0
8.26924452118306,6,4.5,9,0
7.80791662892641,4,2.5,8,0
7.68248244653451,3,2.5,9,0
7.58578882173203,5,2.25,7,0
6.90775527898214,3,1,7,0
7.36518012602101,3,2,7,0
7.66387725870347,4,1.5,7,0
7.22256601882217,4,1,7,0
7.67322312112171,4,2,8,0
7.22256601882217,3,1.75,8,0
7.22256601882217,3,1,8,0
8.09864284375942,3,3,8,0
8.06777619577889,3,2,9,0
8.32845106681936,4,3.25,10,0
7.43248380791712,3,1.75,7,0
7.43248380791712,5,1,7,0
7.26542972325395,3,1,7,0
7.59085212368858,4,3.75,9,0
7.30653139893951,3,2.5,7,0
8.19422930481982,5,3,8,0
7.90838715929004,4,2.5,9,0
7.30653139893951,4,1.75,7,0
7.11476944836646,3,1.75,7,0
7.54960916515453,3,2,7,0
7.33302301438648,3,1.75,7,0
7.73630709654828,3,1.75,8,0
7.71423114484909,5,1.5,8,0
8.15190987294091,4,2.5,9,0
8.02289686960146,4,2.5,8,0
7.00306545878646,3,1,7,0
7.38398945797851,3,1,7,0
7.55485852104068,3,2.75,8,0
7.31986492980897,3,2,7,0
7.15461535691366,3,1.5,6,0
7.55485852104068,3,2.5,8,0
7.0647590277918,3,1,6,0
7.34601020991329,2,1,7,0
6.96602418710611,3,1,7,0
6.94697599213542,2,1,7,0
7.34601020991329,3,2.5,7,0
7.82003798945875,3,2.5,9,1
6.82437367004309,2,1,6,0
7.13089883029635,3,1,6,0
7.83991936001258,3,1.5,8,0
7.69165682281055,5,1.75,8,0
7.20042489294496,3,1.75,7,0
7.7873820264847,5,2.5,8,0
7.51207124583547,3,1.75,7,0
7.52294091807237,3,1,6,0
7.25134498337221,3,1,7,0
7.28619171470238,3,1.75,8,0
7.3132203870903,3,2.5,9,0
7.02997291170639,3,1,6,0
7.39018142822643,2,2.5,8,0
7.75362354655975,2,1.75,7,0
7.32646561384032,3,3,7,0
7.95155933115525,4,2.5,8,0
7.32646561384032,3,2,7,0
7.46164039220858,3,1,8,0
8.29404964010203,4,4,9,0
7.93020620668468,3,2.25,9,0
8.1605182474775,4,4.25,9,0
6.96602418710611,3,1,7,0
7.16239749735572,3,1,7,0
7.77904864492556,3,2.5,8,0
7.80791662892641,5,1.75,7,0
7.98275770201111,4,2.75,9,0
7.69621263934641,4,2.25,7,0
7.53369370984863,3,2.5,8,0
7.63046126178363,4,2.5,7,0
7.38398945797851,4,1.75,7,0
7.65917136766606,3,2.25,7,0
7.27931883541462,3,3.5,8,0
7.59085212368858,2,1,7,0
6.75693238924755,2,1,6,0
7.28619171470238,3,1.75,7,0
7.85941315469358,5,2,7,0
7.02108396428914,2,1,6,0
7.20042489294496,3,1,5,0
7.48436864328613,4,1.5,8,0
7.97933889526233,4,2.5,8,0
7.94449216393216,4,3.25,7,0
7.34601020991329,3,2.25,8,0
7.37775890822787,3,2.25,8,0
8.06777619577889,4,2.75,10,0
7.58069975222456,3,1.75,7,0
6.87729607149743,3,1,7,0
7.2152399787301,3,1.5,7,0
7.2152399787301,3,1.5,7,0
8.24538446812075,6,3.75,8,0
7.20042489294496,3,1.75,7,0
7.59588991771854,3,2.25,9,0
7.02108396428914,3,1.75,7,0
7.63046126178363,4,1.75,7,0
7.0647590277918,3,1.5,6,0
7.38398945797851,3,2.5,9,0
7.54433210805369,3,2,9,0
6.97541392745595,2,2,9,0
7.4265490723973,3,1.75,8,0
7.96901178110648,4,2.75,9,0
7.2152399787301,2,1,7,0
7.41457288135059,3,1.5,8,0
7.39018142822643,2,1,7,0
6.86693328446188,2,1,6,0
6.90775527898214,4,1.75,6,0
7.78113850984502,2,2.5,8,0
8.02289686960146,4,1.75,8,0
7.02108396428914,2,1,6,0
7.99294454731811,4,3.25,9,0
7.13089883029635,3,2.25,8,0
7.57044325205737,4,2,7,0
7.46737106691756,3,2.5,8,0
7.67322312112171,4,1.75,7,0
7.3132203870903,2,1.75,7,0
8.0802374162167,3,2.75,7,1
8.00636756765025,4,2.5,8,0
7.32646561384032,4,1.75,7,0
7.08170858610557,3,1.5,7,0
6.89770494312864,3,1,7,0
7.13089883029635,3,1,7,0
7.64012317269536,4,2,7,0
7.40245152081824,3,2.5,7,0
7.34601020991329,4,1.5,7,0
7.16239749735572,3,1,7,0
8.08641027532378,3,3,10,0
7.13886699994552,3,1.75,6,0
7.95155933115525,3,3.5,10,0
7.58069975222456,3,2.25,8,0
6.63331843328038,3,1,5,0
7.71423114484909,3,1.75,8,0
7.71423114484909,4,2.25,9,0
