"bedrooms","bathrooms","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","zipcode","lat","long","sqft_living15","sqft_lot15","log_sqft_living","age","log_sqft_lot","age_renov"
2,1.75,1,0,0,4,8,1000,0,98198,47.3811,-122.32,1150,4000,6.90775527898214,42,8.1758290087146,0
3,3.25,2,0,2,3,9,2970,900,98106,47.5545,-122.354,2970,11000,8.26100978602383,26,9.30565055178051,0
5,2,1.5,0,0,4,7,2140,1230,98109,47.6373,-122.35,1920,3200,8.12266802334641,110,8.51719319141624,0
4,1.75,1,0,0,3,6,2290,0,98146,47.4997,-122.353,1240,8215,7.73630709654828,81,8.95738173558279,64
3,2.25,2,0,0,4,7,1670,0,98042,47.3603,-122.088,1570,7040,7.4205789054108,27,8.87486763568805,0
3,1.75,1,0,0,4,7,1460,0,98027,47.4861,-122.03,2030,49222,7.28619171470238,56,10.027959280047,0
3,1.75,1,0,0,3,7,1030,740,98148,47.4323,-122.328,1560,8918,7.47873482556787,57,9.01614864261174,0
2,1,1,0,0,4,6,820,0,98056,47.5175,-122.205,2270,5100,6.7093043402583,63,8.53699581871242,0
3,1.75,1,0,2,3,8,1450,450,98105,47.6675,-122.276,1530,6334,7.54960916515453,69,8.75368722709858,0
2,2,1,0,0,3,8,1870,0,98053,47.7195,-122.022,1670,4800,7.53369370984863,11,8.50714285556274,0
4,2,1,0,0,4,7,920,920,98199,47.6483,-122.404,1800,5419,7.51752085060303,75,8.59766657556611,0
3,1,1,0,0,4,7,1140,450,98058,47.4473,-122.159,1570,9375,7.37148929521428,50,9.0442857876461,0
3,1,1,0,0,4,7,1640,0,98118,47.5682,-122.284,1540,6180,7.40245152081824,71,8.72907355045174,0
3,2.25,1.5,1,4,3,11,3000,0,98075,47.5884,-122.086,3000,15959,8.00636756765025,16,9.36434818445553,0
3,1.75,1,0,0,4,8,1390,770,98115,47.6777,-122.306,1290,5376,7.67786350067821,57,8.74385056203024,0
3,3,2,0,3,4,8,1790,700,98119,47.6313,-122.369,2490,3600,7.82003798945875,106,8.1886891244442,0
3,2,1,0,0,5,7,1290,0,98116,47.5713,-122.397,1160,5700,7.16239749735572,67,8.64822145382264,0
3,2.5,2,0,0,3,9,3190,0,98074,47.6027,-122.043,3240,53143,8.06777619577889,29,10.8023675941505,0
4,1,1.5,0,0,4,7,1540,0,98031,47.4163,-122.22,2027,23522,7.33953769540767,94,11.656454217045,0
3,2,1,0,0,4,8,1480,660,98056,47.5084,-122.185,2070,7220,7.6685611080159,51,8.88183630500415,0
2,1,1,0,0,3,7,980,0,98103,47.6903,-122.34,1520,5010,6.88755257166462,91,8.24275634571448,0
5,2.25,2,0,0,3,8,2450,0,98058,47.4519,-122.13,2310,9100,7.80384330353877,44,9.15186344221721,0
3,2,1.5,0,0,4,6,910,450,98116,47.5587,-122.393,1440,5120,7.2152399787301,93,8.54090971803355,0
4,3.5,2,0,0,3,10,4610,0,98075,47.6011,-121.983,3900,11164,8.43598313599069,17,9.365290731974,0
7,6.75,2,0,2,3,11,5080,2400,98166,47.4643,-122.368,2810,33190,8.91998807096852,64,10.6373927255682,0
3,2.5,2,0,0,3,9,2860,0,98005,47.6218,-122.16,2360,5832,7.9585769038139,18,8.66647489413199,0
3,2,1,0,0,3,7,1810,0,98045,47.4648,-121.756,1360,12931,7.50108212425987,47,9.34626888920043,0
4,2,1,0,0,5,8,2240,0,98004,47.6177,-122.217,2500,10918,7.71423114484909,69,9.23951074927596,0
3,3.25,2,0,0,3,10,2440,1170,98027,47.5464,-122.088,3130,65775,8.19146305132693,14,10.9967019655176,0
2,1,1.5,0,0,4,7,1450,0,98107,47.6739,-122.396,1470,5000,7.27931883541462,96,8.41183267575841,0
3,3.5,2,0,0,3,8,1200,250,98119,47.6475,-122.359,1490,3017,7.27931883541462,10,6.99484998583307,0
3,1.5,1,0,0,4,7,1200,620,98198,47.4213,-122.322,1500,8000,7.50659178007084,59,9.07680897935166,0
5,3.25,2,0,0,4,11,4140,1480,98144,47.5786,-122.287,4470,8050,8.63408694288774,101,9.44715011405421,0
3,1.75,1,0,0,3,7,1040,1040,98118,47.5135,-122.257,1230,5650,7.64012317269536,67,8.78783082925876,0
3,2.5,3,0,0,3,8,1780,0,98126,47.548,-122.373,1780,1607,7.48436864328613,10,7.46965417293213,0
8,6,2,0,0,3,8,4340,0,98004,47.6316,-122.202,2050,9100,8.37562962709445,50,9.15005944109125,0
4,3.25,2,0,0,3,9,1980,880,98115,47.6752,-122.3,2010,3680,7.9585769038139,92,8.21066803116298,24
3,1.5,1,0,0,3,8,1500,1040,98115,47.6834,-122.306,1870,6800,7.83991936001258,58,9.16115012778541,0
4,1,1.5,0,0,3,6,1140,0,98126,47.5433,-122.375,1140,1370,7.03878354138854,59,8.74033674273045,0
3,2,3,0,0,3,7,1320,0,98117,47.6959,-122.376,1380,1503,7.18538701558042,22,7.16780918431644,0
3,2.5,2,0,0,3,8,2040,0,98029,47.5718,-122.021,2170,7503,7.62070508683826,30,8.92305821954573,0
4,2.25,1,0,0,3,7,1170,620,98045,47.4819,-121.744,2060,50094,7.4899708988348,34,10.6454248972655,0
3,2,1,0,0,3,8,1910,0,98034,47.7114,-122.23,2010,8000,7.55485852104068,62,9.51081526622672,0
3,1.75,2,0,0,3,7,1460,0,98117,47.6779,-122.371,1220,4062,7.28619171470238,89,7.9373746961633,0
3,1.5,1,0,0,5,7,1420,0,98042,47.4193,-122.149,1540,21780,7.25841215059531,60,10.0033328875058,0
4,1.5,1.5,0,0,5,7,1790,0,98144,47.5749,-122.291,1710,4080,7.4899708988348,89,8.31385226739821,0
3,2,2,0,0,3,8,1390,0,98022,47.2117,-121.99,1264,5550,7.23705902612474,12,8.70034773451408,0
4,1.75,1,0,0,3,7,1280,600,98023,47.3272,-122.363,1980,9680,7.539027055824,41,9.40508444876869,0
3,1.5,2,0,0,3,7,1570,0,98118,47.54,-122.275,1530,8125,7.35883089834235,109,9.28952116985062,0
3,2.5,2,0,0,5,7,1840,850,98115,47.6784,-122.277,1800,6435,7.89729647259588,74,8.85366542803745,0
3,1.75,1,0,2,3,8,1670,0,98022,47.1913,-122.015,1820,11152,7.4205789054108,25,9.34591966621801,0
3,1,1,0,0,3,7,1040,0,98034,47.7137,-122.213,1520,7410,6.94697599213542,48,8.92132407651127,0
4,2,1,0,0,4,7,1560,0,98034,47.7281,-122.181,1730,7500,7.35244110024358,49,8.9226582995244,0
2,1,1,0,0,2,7,1470,0,98115,47.6914,-122.287,1840,6120,7.29301767977278,77,8.71931737550637,0
3,2.25,1.5,0,0,3,8,2070,0,98155,47.7635,-122.274,2070,15002,7.63530388625941,62,9.61593880452958,4
2,1,1,0,2,3,8,1130,240,98199,47.6473,-122.406,2460,6759,7.22256601882217,76,8.68642950866154,0
2,1,1,0,0,3,7,770,350,98126,47.5669,-122.372,1510,4800,7.02108396428914,91,8.47637119689598,0
4,2.75,2,0,0,3,9,2640,0,98075,47.5788,-122.059,2640,5898,7.87853419614036,16,8.73873546136347,0
3,1,1,0,0,4,7,1030,0,98034,47.7218,-122.176,1470,9044,6.93731408122368,45,9.20190489315508,0
3,1,1,0,0,3,6,1120,0,98168,47.4879,-122.332,1120,6794,7.02108396428914,75,8.79860565085442,0
4,1.75,1,0,0,3,7,880,850,98008,47.6031,-122.13,1570,7820,7.45587668749182,61,9.36734412078585,0
3,2.5,2,0,2,3,9,2090,0,98006,47.5651,-122.114,2860,11483,7.64491934495886,34,9.1949221192478,0
3,1,1,0,0,4,7,920,0,98001,47.2816,-122.269,1170,9600,6.82437367004309,40,9.57498348556409,0
4,2.25,2,0,0,3,8,2970,0,98058,47.4338,-122.146,2260,6465,7.99631723179675,34,10.9050381283611,19
3,2.5,2,0,0,3,8,1720,0,98028,47.7688,-122.238,2280,5845,7.4500795698075,24,9.21343557688349,0
3,1.75,1,0,0,3,7,1460,0,98055,47.472,-122.192,1600,4557,7.28619171470238,29,8.45361420977337,0
3,1.5,1.5,0,0,5,7,1490,50,98105,47.6692,-122.325,1620,4080,7.33953769540767,87,8.18032087477368,0
8,3,1,0,0,3,7,2850,0,98055,47.4859,-122.205,1480,4942,7.9550742732627,58,9.45045902749635,0
3,2,1,0,0,3,7,1310,0,98034,47.7296,-122.241,1310,8370,7.1777824161952,55,9.19573421958682,0
5,2.5,2,0,0,3,9,2430,0,98058,47.4487,-122.117,2420,4770,7.79564653633459,16,8.4724050086261,0
3,1.5,1,0,1,4,8,1700,0,98004,47.6166,-122.22,2630,17376,7.43838353004431,63,9.55626776736815,0
4,1.75,2,0,0,4,8,2160,0,98092,47.3212,-122.118,1790,53578,7.67786350067821,39,10.2663930462255,0
3,1.5,1,0,0,3,6,860,0,98117,47.6791,-122.362,1220,4300,6.75693238924755,88,8.07090608878782,0
3,3.5,2,0,0,3,8,1520,530,98112,47.6235,-122.306,1230,3640,7.62559507213245,11,7.61085279039525,0
4,2,1,0,0,3,7,1130,520,98034,47.7359,-122.18,1650,5184,7.40853056689463,45,8.46484671104403,0
3,2.25,1,0,0,3,7,1180,390,98022,47.1942,-121.99,1540,8410,7.35883089834235,26,9.03717675296699,0
3,1.75,1.5,0,0,3,7,1660,0,98133,47.7512,-122.342,1640,8906,7.41457288135059,60,9.22522898446993,0
3,1,1,0,0,4,7,1220,0,98039,47.6328,-122.236,1910,8119,7.1066061377273,62,9.00196227286245,0
3,1,1,0,0,4,7,1220,0,98039,47.6328,-122.236,1910,8119,7.1066061377273,62,9.00196227286245,0
3,2,1,0,0,3,7,1780,0,98148,47.4617,-122.327,2140,8449,7.48436864328613,53,9.33626792857397,0
3,2.5,2,0,0,3,8,2180,0,98011,47.7733,-122.226,2540,4607,7.68708015578313,13,8.349011198176,0
3,2.5,2.5,0,0,3,9,3520,0,98092,47.2687,-122.056,2310,165963,8.16621626859214,13,12.3775101857221,0
3,2.5,2,0,0,3,8,2220,0,98001,47.2864,-122.264,2420,19249,7.70526247486633,19,9.92969121803277,0
3,2,1,0,0,4,7,1610,0,98042,47.3398,-122.133,1610,15725,7.38398945797851,50,9.49619577708656,0
3,1.5,1,0,0,3,6,1070,0,98155,47.7633,-122.313,1480,8400,6.97541392745595,61,9.14109746923402,0
3,1,1,0,0,2,6,910,150,98118,47.5545,-122.288,1200,4880,6.96602418710611,104,8.49290049884719,0
3,1.5,1,0,0,3,7,1160,0,98118,47.5362,-122.29,1160,8906,7.05617528410041,55,9.09448048588165,0
2,1,1,0,0,3,7,910,0,98115,47.676,-122.281,1600,5200,6.8134445995109,68,8.46062283992784,0
3,2.5,2,0,0,3,9,2970,0,98059,47.4741,-122.099,2040,27917,7.99631723179675,19,9.9945614994355,11
1,1,1,0,0,3,6,790,0,98168,47.4919,-122.311,1240,7137,6.67203294546107,75,9.4774625304626,0
2,2,2,0,0,3,7,1540,0,98136,47.551,-122.395,1540,7072,7.33953769540767,69,8.8942588250027,34
4,2.5,1,0,4,3,9,2530,600,98177,47.7598,-122.372,3680,23000,8.0487882835342,61,9.95702831946416,0
3,1.5,1,0,0,3,7,1280,190,98125,47.7032,-122.306,1390,9570,7.29301767977278,76,9.166388484447,0
4,2.75,1.5,0,0,3,8,2100,1060,98199,47.6513,-122.406,2200,6122,8.05832730658096,84,8.87388813515497,0
3,2.25,2,0,0,3,8,2675,0,98075,47.5916,-122.055,2300,39438,7.89170465933011,33,10.6191298109234,0
3,2,1,0,0,4,7,1340,0,98030,47.3504,-122.177,1630,6458,7.20042489294496,30,8.82217476094608,0
9,4.5,2.5,0,0,3,7,2450,1380,98103,47.6927,-122.338,1460,6291,8.25062008217469,79,8.85194967125395,0
3,2.5,2,0,0,3,8,1800,0,98023,47.3115,-122.4,1770,8390,7.49554194388426,30,9.07073341758977,0
3,3.25,2,0,0,4,10,2990,0,98072,47.746,-122.138,3500,48760,8.00302866638473,43,12.1540001002371,0
4,3,1,0,0,4,9,1930,1790,98005,47.5911,-122.177,3160,15300,8.22147894726719,57,9.55570155601464,0
3,1,1,0,0,4,6,920,0,98002,47.285,-122.211,1120,7276,6.82437367004309,56,8.89233653963801,0
4,3,2,0,0,3,7,3280,0,98053,47.6802,-122.033,2600,5004,8.09559870137819,12,8.49780647761605,0
4,1,1,0,0,2,7,1440,0,98001,47.3168,-122.264,1740,43560,7.27239839257005,53,9.16951837745593,0
3,2.25,1,0,0,4,8,1100,840,98178,47.5018,-122.23,2180,8954,7.57044325205737,36,9.35979432514452,0
3,1.75,1,0,0,4,8,1590,0,98056,47.5049,-122.186,1970,9960,7.37148929521428,38,9.3460942929538,0
2,2,1,0,0,3,8,1340,0,98053,47.7182,-122.022,1350,4273,7.20042489294496,10,8.3240937614504,0
4,2.5,2,0,2,3,11,3770,0,98006,47.5646,-122.129,3710,9685,8.23483028044206,20,9.29587566008245,0
6,2.5,1,0,0,5,7,1340,1340,98033,47.6553,-122.19,2200,9875,7.8935720735049,50,9.32812340763257,0
4,2.5,2,0,0,3,8,2820,0,98155,47.7494,-122.304,1560,10125,7.94449216393216,9,9.22276289197474,0
3,1.75,1,0,0,3,5,1520,0,98168,47.4924,-122.311,1240,8602,7.32646561384032,85,8.87304779897107,0
4,2.5,2,0,0,3,8,2560,0,98042,47.3835,-122.095,2620,5428,7.84776253747361,5,8.59932602095476,0
3,2.5,1,0,0,3,8,2160,1150,98038,47.4167,-121.936,2340,189050,8.10470346837111,98,12.867945853785,21
3,1.5,1,0,0,3,7,1540,0,98011,47.7357,-122.195,1560,7500,7.33953769540767,49,8.88183630500415,0
3,1.75,1,0,0,4,8,1430,0,98052,47.6686,-122.157,2040,10035,7.26542972325395,53,9.37254425185104,0
4,2.5,2,0,0,3,7,2506,0,98030,47.3734,-122.182,2070,8260,7.82644313545601,11,8.73745258755058,0
4,2,1,0,0,5,7,1200,1050,98005,47.5877,-122.157,1440,7500,7.71868549519847,61,8.9226582995244,0
5,1.75,1,0,0,4,7,1370,1370,98144,47.5738,-122.315,1990,4800,7.91571319938212,72,9.16951837745593,0
3,1.75,1,0,0,3,6,1540,0,98024,47.5651,-121.89,1090,7500,7.33953769540767,40,9.24956108512946,0
4,2.75,1,0,0,4,9,2040,2150,98005,47.6472,-122.157,3050,36884,8.34045601291618,52,10.5690579653258,0
4,1.75,1,0,0,3,7,1190,500,98028,47.773,-122.256,1880,9861,7.43248380791712,38,9.03503415007613,0
4,2.25,1.5,0,2,4,8,1420,570,98126,47.5638,-122.38,1810,5750,7.59588991771854,85,8.43381158247719,0
4,2.5,2,0,0,3,9,2410,0,98034,47.7094,-122.234,2240,7184,7.7873820264847,24,8.86347430617095,0
2,1,1,0,0,3,7,950,200,98125,47.7259,-122.328,1790,8455,7.0475172213573,69,8.7157161275482,0
4,1.75,2,0,0,3,7,1720,0,98188,47.4424,-122.276,1350,10205,7.4500795698075,61,9.2239473753824,0
3,2,2,0,0,4,7,1260,0,98023,47.2772,-122.354,1430,13000,7.13886699994552,36,10.0033328875058,0
5,2.5,1,0,0,4,8,1430,590,98058,47.4432,-122.135,1680,8959,7.61085279039525,39,9.01796847932873,0
5,2.25,1,0,0,3,7,1490,750,98136,47.5305,-122.391,2010,6050,7.71423114484909,58,8.61250337122056,0
4,2.25,2,0,0,3,8,1930,0,98019,47.7458,-121.977,2170,6548,7.56527528189893,21,8.78078746833893,0
3,2.5,1,0,0,3,7,1420,400,98092,47.3201,-122.177,1710,6055,7.50659178007084,23,8.82246957226897,0
3,3.5,2,0,0,3,8,1240,320,98102,47.6248,-122.319,1560,1662,7.35244110024358,22,7.30653139893951,0
5,3,1.5,0,0,4,8,1450,720,98115,47.6724,-122.317,2070,4000,7.68248244653451,106,7.79975331828725,0
3,1.75,1,0,0,3,8,1180,420,98072,47.7662,-122.159,1750,9829,7.37775890822787,40,9.16732848138289,0
4,3.5,2,0,0,3,9,2950,810,98053,47.6328,-121.964,2870,28945,8.23217423638394,19,10.9519111996209,0
3,1.5,1,0,0,4,7,1240,0,98008,47.601,-122.122,1260,7500,7.12286665859908,60,8.95351076300717,0
3,1.75,1.5,0,0,5,8,1090,0,98118,47.5157,-122.256,1640,5225,6.99393297522319,88,8.41183267575841,0
4,2.5,1,0,2,3,8,1820,920,98177,47.7728,-122.385,2660,8280,7.91571319938212,56,9.16941420536354,0
3,2.5,2,0,2,3,9,3110,0,98065,47.5445,-121.871,4240,13353,8.04237800517328,15,9.36964915446107,0
3,2.5,2,0,0,3,7,1280,330,98144,47.6,-122.298,1480,1602,7.38398945797851,10,7.18538701558042,0
4,3.5,3,0,0,3,8,1650,230,98122,47.6053,-122.306,1740,1883,7.539027055824,10,7.20117088328168,0
4,2,1,0,0,5,6,870,870,98133,47.7461,-122.332,1560,7200,7.46164039220858,63,8.75919775037137,0
4,2.25,2,0,0,5,8,2180,1090,98122,47.6101,-122.286,2880,6000,8.0925452638913,108,8.69951474821019,0
3,2.5,2,0,0,3,8,1990,0,98075,47.5895,-122.019,2280,4506,7.59588991771854,14,8.54655780004614,0
4,1.75,1,0,0,4,8,1960,0,98023,47.3111,-122.379,2080,8400,7.58069975222456,50,9.03598698483141,0
3,1.75,1,0,0,3,7,960,720,98115,47.6854,-122.291,1680,4080,7.4265490723973,25,8.13739583005665,0
4,3,2,0,0,3,9,2910,0,98059,47.5223,-122.156,3040,6091,7.97590836016554,14,9.05251628678262,0
3,2.25,1,0,0,4,7,1210,290,98055,47.4619,-122.187,1480,7308,7.3132203870903,49,8.92025541490809,0
1,1,1,0,0,3,7,580,0,98117,47.6829,-122.375,1260,4000,6.36302810354046,109,7.49498623395053,12
3,1.75,1,0,0,3,7,1270,1270,98177,47.7219,-122.358,1950,8280,7.83991936001258,68,9.02159824737931,0
2,1,1,0,0,3,7,950,0,98126,47.5653,-122.37,1360,2550,6.85646198459459,68,8.7681075396758,0
4,5.5,2,0,0,3,12,5760,1320,98039,47.6151,-122.224,3140,15996,8.86502918668777,9,9.71553014412354,0
2,1,1,0,0,3,7,810,0,98126,47.5425,-122.376,1490,4560,6.69703424766648,89,8.42507790250843,0
5,3,2,0,2,4,8,2720,1360,98103,47.6722,-122.349,2000,4545,8.31385226739821,56,8.9226582995244,0
4,2,1,0,0,5,7,1300,520,98155,47.7615,-122.329,1700,9450,7.50659178007084,61,9.03598698483141,0
4,2.5,2,0,0,3,7,2650,0,98019,47.7258,-121.959,2590,13218,7.88231491898027,17,9.11217612318895,0
3,2.25,2,0,0,3,9,1250,420,98115,47.6814,-122.288,1610,5191,7.4205789054108,2,7.24136628332232,0
3,2.5,2,0,0,3,8,2480,0,98058,47.4381,-122.134,2300,8303,7.81601383915903,31,9.02905827475689,0
3,1.75,1,0,0,3,8,1070,170,98003,47.333,-122.3,1650,7560,7.12286665859908,50,8.93062646917358,0
3,2,1,0,0,3,7,1390,0,98042,47.3707,-122.094,1390,7875,7.23705902612474,30,9.01796847932873,0
3,2.5,2,0,0,4,10,2880,0,98074,47.6319,-122.037,2960,10514,7.96554557312999,32,9.22286165252985,0
3,1,1,0,0,4,7,1060,0,98032,47.3801,-122.289,1620,8760,6.96602418710611,57,9.2057297594185,0
2,1,1,0,0,3,7,830,240,98103,47.6755,-122.331,1760,4080,6.97541392745595,93,7.9208096792886,0
4,1.75,1.5,0,0,4,7,870,770,98056,47.5334,-122.168,2460,14326,7.40245152081824,74,9.1376621464782,0
3,2,1,0,0,4,7,910,600,98115,47.6804,-122.319,1620,4000,7.31986492980897,45,8.00636756765025,0
3,1,1.5,0,0,4,6,1230,0,98106,47.5177,-122.354,1280,1572,7.11476944836646,92,7.76344638872736,0
3,2,1,0,0,3,8,1510,0,98053,47.7225,-122.029,1510,3657,7.31986492980897,10,8.20439841814938,0
4,2.5,2,0,0,3,8,2120,1060,98034,47.7176,-122.241,2700,14190,8.06463647577422,50,9.94606800007125,0
4,2,1,0,0,3,8,1430,830,98115,47.6876,-122.298,2030,5874,7.72312009226633,59,8.69951474821019,0
4,2.5,2,0,0,4,8,1920,0,98031,47.4058,-122.192,2300,7645,7.56008046502183,27,8.89247396834709,0
3,2.5,2,0,0,3,8,1980,0,98055,47.4492,-122.199,1700,20580,7.59085212368858,18,8.96187901267768,0
2,1,1,0,0,4,6,1200,0,98198,47.4204,-122.324,1200,7500,7.09007683577609,59,8.99504097468502,0
4,2.25,1,0,2,4,8,1210,810,98115,47.6821,-122.267,2660,6050,7.61085279039525,56,8.63052187672324,0
4,1.5,1.5,0,0,4,7,1890,120,98002,47.311,-122.227,1420,6564,7.60589000105312,96,8.93075873555827,0
3,2.25,1,0,0,3,7,1470,460,98003,47.2624,-122.299,1510,8192,7.56527528189893,33,9.01091334727929,0
5,2.5,1,0,0,3,8,1720,990,98004,47.6411,-122.207,3180,16624,7.90470391387375,58,9.6150718777306,0
5,1,1.5,0,0,4,7,1450,500,98136,47.5511,-122.386,1950,6250,7.57558465155779,100,8.74033674273045,0
3,1.75,1,0,0,4,8,2110,0,98055,47.4742,-122.198,880,10077,7.65444322647011,58,9.88328484521861,0
3,1,1,0,0,4,7,1250,0,98126,47.5517,-122.381,1404,4800,7.13089883029635,66,8.47637119689598,0
2,2.5,3,0,0,3,9,1380,0,98103,47.6654,-122.355,1430,3400,7.22983877815125,11,6.85751406254539,0
3,1.75,2,0,0,3,8,2050,0,98105,47.6698,-122.325,1890,4080,7.62559507213245,26,8.31385226739821,0
3,1.5,2,0,0,3,8,1800,0,98168,47.4889,-122.286,1440,16640,7.49554194388426,86,9.99879773234045,0
3,1,1,0,0,3,7,1310,0,98168,47.5008,-122.332,1530,13154,7.1777824161952,83,9.61727107224596,33
2,1,1,0,0,3,7,1010,0,98107,47.6641,-122.357,1540,3600,6.9177056098353,104,8.1886891244442,0
3,2.75,1.5,0,0,5,7,1850,0,98034,47.7259,-122.226,1250,10500,7.52294091807237,52,9.16951837745593,0
3,2.25,2,0,0,4,8,1750,0,98058,47.4451,-122.136,1680,7910,7.46737106691756,40,9.09380655572023,0
4,2.5,2,0,0,3,8,2154,0,98030,47.3513,-122.174,2305,5769,7.67508185771633,5,8.70781355102489,0
3,1.75,2,0,0,3,8,1010,220,98116,47.5626,-122.382,1170,1942,7.11476944836646,13,7.27309259599952,0
3,2,1,0,3,4,6,980,980,98178,47.5101,-122.246,2190,6363,7.58069975222456,77,9.08772065842827,0
4,1,1,0,0,3,6,870,200,98126,47.564,-122.379,1270,5750,6.97541392745595,94,8.6569551337914,0
3,1,1,0,0,3,7,1190,260,98199,47.6436,-122.405,1810,5559,7.27931883541462,78,8.59007183682881,0
4,2.75,2,0,3,3,9,2480,1200,98105,47.6599,-122.269,3200,5000,8.21066803116298,81,8.51719319141624,0
4,2.5,2,0,4,4,12,4390,1370,98177,47.7288,-122.37,3420,28475,8.65869275368994,23,10.3745219004089,0
3,1,1,0,0,4,7,1220,0,98133,47.7608,-122.353,1510,12600,7.1066061377273,62,9.47270463644367,0
4,2.75,2,0,0,5,7,1810,1140,98103,47.6525,-122.333,2000,4560,7.98956044933387,105,8.42507790250843,0
3,1.5,2,0,0,3,7,1040,300,98117,47.698,-122.366,1220,1110,7.20042489294496,18,7.01211529430638,0
4,2.25,2,0,1,4,8,2220,650,98146,47.5129,-122.388,1660,4800,7.96206730875367,91,8.60392119492606,0
4,1,1.5,0,0,4,7,2000,590,98118,47.5318,-122.286,1800,7080,7.85941315469358,106,9.81049468568696,0
4,1.75,1,0,0,4,8,1070,1020,98052,47.6715,-122.155,1310,7975,7.64491934495886,54,9.00748952392973,0
6,3.5,1,0,0,3,8,1500,1500,98125,47.7226,-122.299,1400,8403,8.00636756765025,38,9.03610602536485,0
4,1.75,1,0,0,4,7,880,850,98007,47.5995,-122.144,1550,7245,7.45587668749182,62,8.88806685475478,0
4,3.5,1.5,0,0,3,7,2040,810,98103,47.6835,-122.342,1860,4416,7.9550742732627,91,8.39298958795693,0
3,1,1,0,0,3,7,1020,0,98116,47.571,-122.392,1440,6678,6.92755790627832,66,8.83971137870348,0
3,2.5,2,0,0,3,9,2200,0,98072,47.7408,-122.169,2320,6098,7.69621263934641,20,8.70034773451408,0
3,2.5,2,0,0,3,7,3240,0,98045,47.5192,-121.764,2570,204732,8.08332860878638,20,11.0160027463732,0
3,0.75,1.5,0,0,4,5,490,0,98014,47.7112,-121.315,800,18297,6.19440539110467,58,10.5584135202759,0
3,2.5,1,0,0,3,7,1550,1440,98106,47.5237,-122.353,1800,6771,8.00302866638473,14,8.82040406548565,0
5,2,1,0,0,4,7,1240,1210,98133,47.7056,-122.34,1310,5693,7.80384330353877,117,9.15778312123751,62
3,2.5,2,0,0,3,8,1900,0,98033,47.7002,-122.188,1980,9583,7.54960916515453,27,8.93642970360832,0
4,2.5,2,0,0,3,7,2640,0,98038,47.3505,-122.027,2640,6383,7.87853419614036,14,8.90761234131913,0
3,2,3,0,0,3,8,1340,0,98117,47.6904,-122.393,1340,1321,7.20042489294496,20,7.29979736675816,0
4,2.5,2,0,0,3,9,3220,0,98033,47.6878,-122.162,3220,4921,8.07713663853845,14,8.56826646160024,0
3,2,1,0,0,3,7,930,0,98045,47.4644,-121.745,1280,11250,6.8351845861473,39,9.34792603492875,0
4,2.5,1,0,0,3,10,2260,980,98105,47.6709,-122.262,3490,10800,8.08332860878638,71,9.28730141311231,0
5,2.5,1.5,0,0,4,8,2630,0,98002,47.2863,-122.196,1780,8575,7.87473912517181,49,9.0442857876461,0
3,2.5,2,0,0,3,8,1730,0,98029,47.5672,-122.005,1610,4313,7.45587668749182,21,8.50187648730434,0
4,1.75,1,0,0,3,8,1220,900,98007,47.6003,-122.144,2160,7725,7.65917136766606,52,8.95221710176595,0
3,1,1.5,0,0,5,6,880,0,98155,47.7494,-122.319,1170,9238,6.77992190747225,71,9.13108069099055,0
4,2,1,0,0,4,7,1800,0,98059,47.4721,-122.128,1730,13551,7.49554194388426,43,9.51421562432271,0
3,1.75,1,0,0,3,7,1600,0,98002,47.2831,-122.199,1620,7461,7.37775890822787,19,8.9226582995244,0
3,2.5,2,1,3,3,11,3280,0,98199,47.6699,-122.416,3530,21074,8.09559870137819,92,10.2788713886058,0
5,1.75,1,0,0,3,7,1790,1500,98030,47.3733,-122.214,2380,7000,8.09864284375942,49,8.98719682066197,0
4,2.25,3,1,4,3,10,2890,0,98056,47.5169,-122.209,2870,11151,7.96901178110648,33,9.81060442505607,0
3,2.5,1,0,0,3,7,1330,400,98198,47.4099,-122.329,2100,8125,7.45587668749182,26,8.88211404420882,0
3,2.5,2,0,0,3,7,1590,0,98065,47.5303,-121.878,1590,3411,7.37148929521428,17,8.13476078241865,0
4,1.75,1,0,0,4,7,1710,0,98007,47.5947,-122.135,1360,10133,7.44424864949671,61,9.0990735595476,0
3,1.75,2,0,0,3,7,1995,0,98198,47.4129,-122.322,1980,13640,7.59839932932396,60,9.81792966417448,0
3,1.75,1,0,0,4,7,1300,0,98034,47.7359,-122.192,1520,7713,7.17011954344963,50,9.21333588095598,0
3,2.5,1,0,0,3,8,2040,680,98038,47.4168,-122.074,2770,204296,7.90838715929004,32,11.0398772055383,0
2,2.5,2,0,0,3,8,1360,0,98102,47.6423,-122.329,1920,2092,7.2152399787301,18,7.63530388625941,0
2,2.5,2,0,0,3,8,1300,290,98199,47.6375,-122.387,1880,3675,7.37148929521428,23,7.3031700512368,0
2,1,1,0,0,3,7,1080,120,98103,47.7001,-122.351,1200,6211,7.09007683577609,75,8.7448067374019,0
2,1,1.5,0,0,3,7,1170,0,98103,47.6697,-122.338,1530,4000,7.0647590277918,107,8.00636756765025,0
5,2.5,1.5,0,0,3,6,1510,500,98119,47.6522,-122.366,1780,3600,7.60589000105312,105,8.1886891244442,0
3,2.75,2,0,0,3,7,1810,70,98108,47.5405,-122.293,1800,2537,7.539027055824,16,7.49164547360513,0
3,2,2,0,0,4,8,3250,0,98075,47.5849,-122.016,2370,47480,8.08641027532378,39,10.8303027078665,0
